user_id,movie_id,rating
0,135,4.0
0,136,5.0
0,137,3.0
0,138,5.0
0,139,5.0
0,140,5.0
0,141,5.0
0,142,4.0
0,143,4.0
0,144,5.0
0,145,5.0
0,146,4.0
0,147,5.0
0,148,5.0
0,149,5.0
0,150,5.0
0,151,5.0
0,152,4.0
0,153,5.0
0,154,5.0
0,155,5.0
0,156,4.0
0,157,5.0
0,158,5.0
0,159,5.0
0,160,5.0
0,161,4.0
0,162,1.0
0,163,3.0
0,164,5.0
0,165,5.0
0,166,5.0
0,167,5.0
0,168,5.0
0,169,4.0
0,170,4.0
0,171,5.0
0,172,4.0
0,173,5.0
0,174,5.0
0,175,5.0
0,176,4.0
0,177,5.0
0,178,4.0
0,179,5.0
1,180,3.0
1,17,4.0
1,181,4.5
1,171,4.0
1,182,4.0
1,183,3.5
1,184,4.0
1,185,4.0
1,186,4.5
1,187,5.0
1,188,4.5
1,189,3.0
1,190,4.0
1,191,4.0
1,192,4.5
1,193,3.5
1,194,2.5
1,195,3.5
1,196,5.0
1,197,3.0
1,198,4.0
1,199,3.5
1,200,5.0
2,201,0.5
2,26,0.5
2,202,0.5
2,203,0.5
2,204,5.0
2,205,0.5
2,206,0.5
2,207,0.5
2,208,0.5
2,74,3.5
2,209,0.5
2,210,3.0
2,87,4.5
2,100,0.5
2,211,0.5
2,108,2.0
2,212,4.0
2,213,0.5
2,214,0.5
2,175,5.0
2,215,0.5
2,216,0.5
3,217,3.0
3,218,2.0
3,219,3.0
3,3,2.0
3,220,3.0
3,221,3.0
3,222,5.0
3,13,2.0
3,223,3.0
3,14,5.0
3,224,5.0
3,15,1.0
3,225,5.0
3,226,4.0
3,227,4.0
3,228,3.0
3,229,4.0
3,22,1.0
3,23,5.0
3,230,5.0
3,231,1.0
3,232,1.0
3,29,2.0
3,233,4.0
3,32,5.0
3,234,3.0
3,34,5.0
3,35,3.0
3,235,4.0
3,236,5.0
3,237,4.0
3,238,4.0
3,239,4.0
3,240,5.0
3,241,5.0
3,242,5.0
3,205,5.0
3,41,5.0
3,243,5.0
3,43,4.0
3,49,2.0
3,50,4.0
3,244,5.0
3,245,2.0
3,51,5.0
3,246,5.0
3,247,5.0
3,248,3.0
3,57,5.0
3,249,4.0
3,250,1.0
3,251,5.0
3,58,5.0
3,59,5.0
3,60,3.0
3,252,2.0
3,253,5.0
3,64,4.0
3,66,4.0
3,254,4.0
3,255,5.0
3,256,4.0
3,72,4.0
3,257,4.0
3,76,5.0
3,258,4.0
3,77,4.0
3,259,3.0
3,260,1.0
3,261,5.0
3,262,4.0
3,82,4.0
3,83,4.0
3,86,3.0
3,263,1.0
3,88,2.0
3,264,4.0
3,181,1.0
3,92,4.0
3,265,4.0
3,266,3.0
3,267,3.0
3,268,5.0
3,96,5.0
3,269,4.0
3,270,2.0
3,271,4.0
3,105,5.0
3,272,4.0
3,273,3.0
3,274,5.0
3,113,5.0
3,275,5.0
3,276,1.0
3,277,2.0
3,278,4.0
3,121,3.0
3,122,4.0
3,130,1.0
3,279,5.0
3,134,1.0
3,280,4.0
3,138,5.0
3,281,2.0
3,282,4.0
3,283,1.0
3,284,2.0
3,285,5.0
3,144,5.0
3,151,2.0
3,156,4.0
3,157,4.0
3,286,4.0
3,287,1.0
3,162,4.0
3,288,4.0
3,289,4.0
3,166,4.0
3,290,4.0
3,291,2.0
3,169,1.0
3,178,3.0
3,292,4.0
3,293,3.0
3,294,4.0
3,295,4.0
3,296,3.0
3,297,1.0
3,298,3.0
3,299,5.0
3,300,2.0
3,301,5.0
3,302,4.0
3,303,1.0
3,304,1.0
3,305,4.0
4,0,4.0
4,217,4.0
4,306,4.0
4,307,4.0
4,308,3.0
4,4,4.0
4,221,5.0
4,7,4.0
4,309,3.0
4,310,3.0
4,223,5.0
4,311,3.0
4,312,4.0
4,224,3.0
4,313,1.0
4,15,5.0
4,314,3.0
4,16,2.0
4,180,3.0
4,315,3.0
4,18,3.0
4,228,2.0
4,316,3.0
4,21,4.0
4,317,2.0
4,318,3.0
4,23,4.0
4,319,4.0
4,230,5.0
4,320,3.0
4,26,5.0
4,321,4.0
4,233,4.0
4,322,3.0
4,30,5.0
4,31,3.0
4,323,5.0
4,234,5.0
4,33,5.0
4,324,3.0
4,34,3.0
5,325,4.0
5,1,5.0
5,326,5.0
5,2,4.0
5,327,4.0
5,328,3.0
5,329,4.0
5,330,4.0
5,331,4.0
5,332,2.0
5,217,2.0
5,333,5.0
5,334,4.0
5,335,3.0
5,201,3.0
5,218,4.0
5,306,4.0
5,307,5.0
5,219,3.0
5,3,4.0
5,4,1.0
5,336,4.0
5,337,4.0
5,338,3.0
5,339,4.0
5,340,4.0
5,341,3.0
5,7,5.0
5,342,4.0
5,343,3.0
5,344,4.0
5,345,4.0
5,309,4.0
5,8,4.0
5,310,3.0
5,346,4.0
5,347,5.0
5,348,3.0
5,9,3.0
5,349,3.0
5,350,5.0
5,351,3.0
5,352,2.0
5,353,3.0
5,354,3.0
5,355,3.0
5,356,3.0
5,357,4.0
5,358,3.0
5,10,4.0
5,359,3.0
5,360,4.0
5,361,5.0
5,12,3.0
5,362,4.0
5,363,4.0
5,364,4.0
5,311,3.0
5,365,3.0
5,312,4.0
5,366,5.0
5,224,3.0
5,313,3.0
5,367,3.0
5,368,4.0
5,369,5.0
5,370,3.0
5,371,2.0
5,372,4.0
5,373,3.0
5,15,2.0
5,374,3.0
5,375,4.0
5,16,5.0
5,376,4.0
5,180,5.0
5,377,1.0
5,378,4.0
5,17,5.0
5,379,5.0
5,380,4.0
5,225,3.0
5,315,3.0
5,227,3.0
5,18,5.0
5,381,5.0
5,382,4.0
5,383,4.0
5,19,5.0
5,228,3.0
5,20,3.0
5,316,5.0
5,21,4.0
5,229,5.0
5,384,4.0
5,385,3.0
5,386,3.0
5,387,5.0
5,317,4.0
5,388,3.0
5,318,3.0
5,389,5.0
5,390,4.0
5,391,3.0
5,392,4.0
5,393,4.0
5,394,3.0
5,23,5.0
5,395,2.0
5,396,4.0
5,319,4.0
5,230,4.0
5,24,5.0
5,397,3.0
5,398,3.0
5,399,3.0
5,25,5.0
5,400,4.0
5,231,3.0
5,320,4.0
5,401,3.0
5,402,3.0
5,26,3.0
5,321,3.0
5,232,3.0
5,27,3.0
5,403,2.0
5,28,3.0
5,29,5.0
5,404,5.0
5,233,5.0
5,322,3.0
5,30,5.0
5,31,3.0
5,32,4.0
5,323,4.0
5,234,5.0
5,33,3.0
5,324,4.0
5,34,3.0
5,405,5.0
5,406,3.0
5,407,4.0
5,202,4.0
5,235,4.0
5,408,2.0
5,39,5.0
5,409,1.0
5,40,5.0
5,410,5.0
5,411,3.0
5,412,4.0
5,413,5.0
5,414,3.0
5,415,4.0
5,416,4.0
5,417,3.0
5,47,3.0
5,48,5.0
5,418,4.0
5,50,3.0
5,246,3.0
6,0,4.5
6,4,4.5
6,221,3.0
6,309,4.5
6,349,4.0
6,14,5.0
6,19,5.0
6,317,3.0
6,395,5.0
6,24,5.0
6,404,2.0
6,233,3.0
6,322,2.5
6,31,3.0
6,32,5.0
6,234,3.5
6,35,4.0
6,419,4.0
6,40,4.5
6,243,3.0
6,420,4.0
6,421,4.0
6,250,1.5
6,58,4.0
6,62,4.0
6,63,4.0
6,66,5.0
6,67,4.5
6,69,5.0
6,422,1.5
6,73,5.0
6,83,3.5
6,423,5.0
6,424,4.0
6,88,3.0
6,425,3.0
6,426,0.5
6,427,4.0
6,267,1.5
6,95,4.5
6,270,5.0
6,276,2.0
6,119,3.5
6,128,5.0
6,134,1.5
6,135,3.0
6,428,4.5
6,280,2.0
6,429,1.5
6,430,3.5
6,282,4.5
6,144,4.0
6,431,4.5
6,432,1.5
6,290,4.5
6,171,1.5
6,433,1.0
6,177,3.5
6,434,5.0
6,435,4.0
6,436,2.5
6,437,3.0
6,438,4.0
6,439,2.0
6,302,2.0
6,440,4.0
6,441,0.5
6,442,4.5
6,443,1.0
6,444,1.5
6,445,3.0
6,446,4.0
6,305,4.0
6,447,4.0
6,448,4.5
6,449,4.5
6,450,3.5
6,451,3.5
6,452,0.5
6,453,4.0
6,454,3.0
6,455,3.0
6,456,1.5
6,457,5.0
6,458,4.5
6,459,4.5
6,460,4.0
6,461,4.5
6,462,4.0
6,463,4.0
6,464,0.5
6,465,4.5
6,466,4.5
6,467,2.0
6,468,4.5
6,469,4.0
6,470,4.0
6,471,3.5
6,472,2.5
6,473,4.5
6,474,4.5
6,475,3.5
6,476,1.0
6,183,4.5
6,477,4.0
6,478,4.0
6,479,4.0
6,480,2.5
6,481,2.5
6,482,4.0
6,483,3.5
6,484,3.5
6,485,1.0
6,486,2.0
6,487,3.0
6,488,4.5
6,489,3.5
6,490,4.0
6,491,4.5
6,492,1.0
6,185,1.0
6,493,4.5
6,494,0.5
7,325,4.0
7,328,2.0
7,329,4.0
7,217,4.0
7,218,3.0
7,306,5.0
7,308,3.0
7,3,4.0
7,4,5.0
7,7,3.0
7,344,3.0
7,309,4.0
7,310,2.0
7,353,5.0
7,354,4.0
7,358,3.0
7,12,4.0
7,13,3.0
7,362,3.0
7,364,3.0
7,311,5.0
7,370,3.0
7,372,3.0
7,15,4.0
7,376,3.0
7,180,5.0
7,380,3.0
7,19,3.0
7,228,5.0
7,316,5.0
7,21,3.0
7,387,4.0
7,317,5.0
7,389,1.0
7,392,3.0
7,393,4.0
7,23,3.0
7,24,4.0
7,25,2.0
7,26,5.0
7,232,3.0
7,495,3.0
7,404,3.0
7,30,5.0
7,31,3.0
7,32,4.0
7,324,3.0
8,11,4.0
8,385,3.0
8,496,4.0
8,42,5.0
8,497,2.0
8,60,5.0
8,73,5.0
8,498,4.0
8,499,3.0
8,99,4.0
8,500,3.0
8,501,5.0
8,448,5.0
8,450,4.0
8,452,3.0
8,453,4.0
8,502,5.0
8,503,1.0
8,504,3.0
8,505,5.0
8,459,5.0
8,506,4.0
9,15,1.0
9,19,3.5
9,233,4.0
9,324,3.5
9,242,4.0
9,507,0.5
9,508,3.0
9,509,3.0
9,510,3.0
9,426,3.5
9,266,4.0
9,130,0.5
9,428,3.5
9,282,0.5
9,144,1.0
9,151,0.5
9,171,4.0
9,511,3.0
9,302,3.5
9,440,4.5
9,512,4.5
9,448,4.0
9,449,4.0
9,513,3.5
9,514,3.0
9,459,4.0
9,515,3.0
9,516,3.5
9,517,4.0
9,469,4.0
9,518,3.5
9,519,3.5
9,520,5.0
9,521,3.5
9,522,5.0
9,474,3.5
9,475,3.5
9,479,2.5
9,480,1.0
9,523,3.5
9,524,4.5
9,525,3.0
9,486,5.0
9,526,3.0
9,527,4.0
9,528,3.0
9,493,5.0
9,494,5.0
9,529,3.0
9,530,3.5
9,531,3.5
9,186,4.5
9,532,3.5
9,533,4.5
9,534,0.5
9,535,4.0
9,536,3.0
9,537,2.5
9,538,2.5
9,539,3.0
9,540,5.0
9,541,3.5
9,542,5.0
9,543,3.5
9,544,4.0
9,545,3.0
9,193,5.0
9,546,5.0
9,547,4.0
9,548,3.0
9,549,5.0
9,550,1.0
9,551,3.5
9,552,4.5
9,196,1.0
9,553,0.5
9,197,0.5
9,554,1.0
10,2,5.0
10,328,3.0
10,307,4.0
10,555,2.0
10,339,3.0
10,7,5.0
10,309,5.0
10,310,3.0
10,349,3.0
10,351,4.0
10,358,3.0
10,372,4.0
10,180,4.0
10,18,5.0
10,19,5.0
10,229,3.0
10,556,2.0
10,387,3.0
10,317,4.0
10,390,3.0
10,23,5.0
10,395,3.0
10,319,4.0
10,24,4.0
10,557,5.0
10,322,4.0
10,32,5.0
10,35,4.0
10,38,4.0
10,39,4.0
10,40,4.0
10,421,5.0
10,63,4.0
10,558,4.0
10,559,3.0
10,560,3.0
10,260,1.0
10,81,5.0
10,561,3.0
10,84,4.0
10,85,3.0
10,423,5.0
10,562,4.0
10,263,4.0
10,563,4.0
10,181,4.0
10,564,5.0
10,426,5.0
10,565,2.0
10,427,4.0
10,566,4.0
10,267,4.0
10,567,2.0
10,101,5.0
11,308,4.0
11,350,5.0
11,365,5.0
11,312,4.5
11,369,3.0
11,228,3.5
11,27,3.5
11,413,4.0
11,415,5.0
11,243,4.5
11,72,3.5
11,568,5.0
11,569,3.0
11,564,5.0
11,570,3.5
11,571,3.5
11,572,3.0
11,573,5.0
11,574,5.0
11,575,5.0
11,576,4.0
11,430,5.0
11,294,4.5
11,438,4.5
11,514,4.0
11,517,5.0
11,522,5.0
11,526,5.0
11,533,5.0
12,3,5.0
12,324,3.0
12,60,5.0
12,577,4.0
12,578,4.0
12,564,4.0
12,273,3.0
12,113,3.0
12,579,2.0
12,130,5.0
12,580,4.0
12,581,2.0
12,171,5.0
12,582,4.0
12,583,3.0
12,584,4.0
12,177,4.0
12,585,4.0
12,586,4.0
12,587,4.0
12,292,4.0
12,436,3.0
12,295,5.0
12,588,5.0
12,589,4.0
13,327,3.0
13,332,1.0
13,335,4.0
13,218,4.0
13,308,3.0
13,3,5.0
13,339,5.0
13,341,3.0
13,7,5.0
13,309,4.0
13,310,2.0
13,590,3.0
13,12,3.0
13,313,5.0
13,370,5.0
13,371,4.0
13,15,3.0
13,180,3.0
13,379,5.0
13,380,4.0
13,315,2.0
13,19,4.0
13,21,1.0
13,556,4.0
13,387,3.0
13,388,4.0
13,390,4.0
13,394,3.0
13,24,3.0
13,400,3.0
13,231,5.0
13,402,3.0
13,26,3.0
13,232,4.0
13,28,3.0
13,29,4.0
13,495,3.0
13,30,4.0
13,31,2.0
13,32,4.0
13,324,3.0
13,591,1.0
14,0,2.5
14,555,1.0
14,3,3.5
14,346,1.0
14,592,1.0
14,365,3.0
14,14,5.0
14,373,3.0
14,15,4.0
14,180,5.0
14,383,1.0
14,19,5.0
14,316,3.0
14,26,5.0
14,233,3.0
14,322,5.0
14,33,2.0
14,40,3.5
14,204,2.0
14,593,4.0
14,58,5.0
14,60,4.0
14,594,5.0
14,63,5.0
14,65,5.0
14,69,4.0
14,72,3.5
14,73,5.0
14,595,3.0
14,596,3.0
14,597,4.5
14,598,2.5
14,599,5.0
14,499,5.0
14,99,4.0
14,101,3.5
14,600,3.0
14,601,1.5
14,274,5.0
14,602,2.5
14,118,4.5
14,130,4.0
14,282,3.0
14,144,4.0
14,146,4.5
14,151,2.5
14,160,5.0
14,603,4.0
14,604,5.0
14,605,3.5
14,606,4.0
14,171,5.0
14,172,1.5
14,584,3.0
14,215,4.0
14,437,3.0
14,438,4.0
14,607,3.5
14,300,1.5
14,440,3.0
14,442,4.0
14,608,5.0
14,446,3.5
14,448,3.5
14,449,5.0
14,453,4.0
14,457,3.0
14,459,3.5
14,609,2.0
14,460,5.0
14,516,3.0
14,610,3.5
14,182,3.0
14,611,3.5
14,612,3.0
14,471,2.5
14,613,3.5
14,479,2.5
14,485,5.0
14,614,3.0
14,615,4.5
14,616,3.0
14,617,3.5
14,186,2.0
14,618,2.0
14,619,3.5
14,620,4.0
14,621,3.0
14,535,3.5
14,622,4.0
14,623,3.5
14,538,3.0
14,191,3.5
14,624,5.0
14,625,4.5
14,626,3.5
14,627,2.0
14,628,3.0
14,193,2.0
14,629,3.0
14,630,3.0
14,550,4.0
14,195,1.0
14,631,4.5
14,632,4.0
14,553,2.0
14,197,4.0
14,633,1.5
14,634,4.5
14,635,4.5
14,636,1.5
14,637,2.0
14,199,2.0
14,200,2.0
14,638,5.0
14,639,2.0
14,640,2.0
14,641,4.0
14,642,4.5
14,643,3.0
14,644,5.0
15,3,3.5
15,4,4.0
15,645,4.5
15,356,2.0
15,14,3.0
15,373,4.0
15,15,3.0
15,180,4.0
15,19,3.5
15,26,4.0
15,646,4.5
15,32,3.0
15,34,4.5
15,647,4.0
15,419,4.5
15,204,4.0
15,593,2.5
15,239,3.5
15,242,3.5
15,648,4.0
15,42,3.5
15,52,4.0
15,57,4.0
15,649,4.0
15,650,3.5
15,251,2.5
15,651,4.0
15,58,3.0
15,59,4.0
15,60,3.5
15,252,5.0
15,652,3.0
15,253,4.0
15,653,4.0
15,62,4.0
15,64,3.5
15,65,4.0
15,66,3.0
15,68,4.5
15,654,4.0
15,655,4.0
15,509,4.0
15,656,4.5
15,657,4.0
15,658,4.0
15,659,4.0
15,660,4.0
15,88,3.5
15,661,3.5
15,181,3.5
15,270,4.0
15,272,3.5
15,118,3.5
15,123,1.5
15,662,3.0
15,130,3.5
15,136,3.0
15,663,3.5
15,664,3.5
15,282,3.5
15,144,3.5
15,151,3.5
15,665,4.0
15,666,4.0
15,667,3.5
15,215,4.0
15,296,3.5
15,588,3.0
15,300,4.5
15,668,3.5
15,669,4.0
15,448,3.5
15,457,4.5
15,459,3.5
15,609,4.0
15,670,3.5
15,671,3.5
15,469,3.5
15,672,3.5
15,673,4.0
15,674,4.0
15,186,4.5
15,619,4.0
15,535,4.0
15,675,4.5
15,191,3.0
15,193,4.5
16,0,4.5
16,555,3.5
16,3,4.0
16,4,4.5
16,7,4.5
16,645,4.0
16,309,3.5
16,14,5.0
16,373,3.5
16,15,5.0
16,180,5.0
16,19,5.0
16,24,4.5
16,26,4.5
16,646,3.5
16,322,4.5
16,30,4.5
16,31,4.5
16,32,4.5
16,419,4.5
16,40,4.0
16,593,5.0
16,237,3.5
16,239,4.0
16,241,3.5
16,46,4.5
16,676,4.0
16,52,4.0
16,53,4.5
16,206,4.0
16,651,4.5
16,58,5.0
16,59,3.5
16,60,4.5
16,652,5.0
16,61,5.0
16,63,5.0
16,64,4.5
16,677,4.5
16,68,4.5
16,678,4.5
16,679,4.0
16,69,5.0
16,656,4.0
16,71,4.0
16,256,4.0
16,207,4.0
16,73,4.5
16,77,4.0
16,558,3.0
16,680,3.5
16,569,4.0
16,262,3.0
16,92,5.0
16,96,4.0
16,98,4.0
16,270,3.5
16,101,4.5
16,681,4.0
16,118,4.5
16,126,4.5
16,130,5.0
16,430,3.5
16,282,4.0
16,144,4.0
16,151,4.5
16,682,4.5
16,160,4.5
16,683,4.0
16,684,4.5
16,174,3.5
16,215,4.5
16,300,4.0
16,685,4.0
16,448,4.5
16,457,5.0
16,459,5.0
16,609,4.0
16,686,4.5
16,670,5.0
16,687,3.5
16,671,5.0
16,469,4.5
16,673,4.0
16,688,4.5
16,486,4.0
16,674,4.5
16,185,4.0
16,186,4.5
16,619,3.5
16,689,3.5
16,188,4.0
16,690,4.5
16,675,4.0
16,191,4.5
16,691,4.0
16,692,3.5
16,693,4.0
17,0,3.5
17,325,3.0
17,2,4.0
17,330,4.5
17,218,4.0
17,306,2.5
17,307,4.0
17,3,4.5
17,4,5.0
17,5,3.5
17,340,2.5
17,7,4.5
17,645,4.0
17,345,3.5
17,9,4.0
17,349,4.0
17,352,4.0
17,358,3.0
17,11,4.0
17,12,2.5
17,13,4.5
17,14,4.0
17,371,4.0
17,373,4.5
17,15,4.0
17,180,5.0
17,378,4.0
17,379,4.0
17,315,2.5
17,19,4.5
17,316,3.0
17,21,2.5
17,384,3.0
17,386,2.5
17,387,2.5
17,317,2.5
17,694,4.0
17,391,2.0
17,695,3.0
17,23,3.5
17,395,2.5
17,24,3.5
17,25,3.5
17,400,4.0
17,26,4.5
17,646,4.0
17,696,4.0
17,495,3.5
17,233,3.5
17,322,4.5
17,30,4.0
17,32,4.5
17,234,3.0
17,34,4.5
17,406,3.5
17,35,3.0
17,697,3.0
17,37,3.0
17,647,4.0
17,698,4.5
17,40,4.0
17,591,2.0
17,204,3.5
17,593,4.0
17,239,4.5
17,240,4.0
17,648,4.0
17,41,4.0
17,42,5.0
17,420,4.0
17,699,3.5
17,676,4.0
17,700,3.5
17,51,4.5
17,247,4.0
17,52,4.0
17,57,4.5
17,649,4.5
17,651,4.5
17,58,4.0
17,60,4.0
17,652,5.0
17,253,5.0
17,61,4.5
17,653,4.5
17,62,3.5
17,63,4.5
17,701,4.5
17,64,4.5
17,65,4.0
17,66,4.5
17,677,5.0
17,68,4.5
17,654,4.5
17,679,4.5
17,69,4.0
17,422,4.0
17,509,4.5
17,656,4.0
17,73,4.0
17,74,3.5
17,659,4.0
17,77,4.0
17,702,4.5
17,559,3.5
17,210,4.0
17,703,4.5
17,680,3.5
17,260,3.0
17,262,4.0
17,83,2.5
17,596,3.5
17,704,3.5
17,86,3.5
17,563,3.0
17,88,4.0
17,89,3.5
17,597,3.5
17,91,3.5
17,425,3.0
17,181,4.0
17,564,4.0
17,705,4.0
17,92,4.5
17,426,3.5
17,94,3.5
17,427,3.0
17,566,3.5
17,95,4.0
17,706,4.0
17,97,4.0
17,599,3.5
17,567,3.5
17,499,3.5
17,99,3.0
17,270,4.0
17,101,4.0
17,104,3.5
17,109,4.0
17,681,3.5
17,115,4.0
17,602,3.5
17,117,4.0
17,276,4.5
17,118,4.0
17,707,4.0
17,708,3.5
17,709,3.0
17,710,4.0
17,572,3.0
17,124,3.0
17,662,3.5
17,129,4.5
17,130,4.5
17,280,2.5
17,138,3.0
17,711,3.5
17,282,4.5
17,712,3.5
17,713,4.5
17,714,3.0
17,151,4.5
17,156,4.0
17,159,4.5
17,715,4.0
17,160,4.0
17,164,3.0
17,716,3.0
17,717,4.5
17,718,4.0
17,171,4.5
17,684,4.5
17,174,3.5
17,719,3.5
17,720,2.0
17,177,4.0
17,215,4.5
17,437,2.5
17,588,4.5
17,300,4.5
17,301,4.0
17,721,4.0
17,440,4.0
17,443,3.0
17,722,3.0
17,446,4.0
17,305,3.5
17,447,4.0
17,669,4.0
17,448,4.5
17,449,4.5
17,450,4.0
17,723,3.5
17,451,4.0
17,724,4.0
17,453,4.0
17,454,2.5
17,455,4.0
17,502,3.0
17,725,3.5
17,726,3.5
17,727,4.0
17,458,3.5
17,728,3.5
17,459,3.5
17,506,4.0
17,460,4.0
17,729,4.5
17,730,3.0
17,462,4.0
17,463,3.5
17,731,3.5
17,516,4.0
17,732,3.0
17,464,3.0
17,465,4.5
17,733,4.0
17,734,4.5
17,466,3.5
17,687,4.0
17,182,3.5
17,467,3.0
17,735,4.5
17,469,4.5
17,611,4.5
17,518,3.0
17,736,3.0
17,672,4.0
17,737,3.5
17,612,3.5
17,471,3.5
17,738,3.0
17,472,3.5
17,739,2.5
17,613,3.5
17,475,4.0
17,740,3.5
17,183,4.0
17,741,3.5
17,742,4.0
17,478,3.5
17,479,3.5
17,482,3.0
17,673,3.5
17,743,4.0
17,483,4.0
17,524,2.0
17,484,3.5
17,744,3.0
17,745,3.5
17,486,4.5
17,746,3.5
17,747,3.5
17,748,4.0
17,749,1.5
17,750,4.0
17,751,4.0
17,489,4.0
17,752,4.0
17,753,4.0
17,527,4.0
17,754,3.5
17,755,4.5
17,756,4.5
17,757,4.0
17,758,4.5
17,490,4.0
17,491,3.5
17,759,4.0
17,760,3.5
17,674,4.0
17,185,4.5
17,615,4.5
17,616,3.5
17,761,4.5
17,529,3.5
17,762,3.5
17,763,3.0
17,764,3.0
17,765,3.5
17,530,4.0
17,766,3.5
17,767,4.5
17,768,4.0
17,769,4.0
17,186,4.0
17,618,4.0
17,770,2.5
17,771,4.0
17,772,3.5
17,773,2.5
17,774,3.5
17,187,3.0
17,775,3.5
17,620,3.5
17,689,3.5
17,776,3.5
17,777,4.0
17,778,4.5
17,188,3.5
17,779,4.0
17,690,3.5
17,535,4.0
17,780,3.0
17,622,4.0
17,623,3.5
17,537,3.5
17,216,3.0
17,538,4.0
17,539,4.5
17,190,4.5
17,781,3.5
17,782,4.5
17,783,4.0
17,675,4.0
17,191,4.5
17,784,3.0
17,785,4.0
17,192,4.0
17,626,3.5
17,786,3.5
17,787,3.0
17,788,4.0
17,789,3.0
17,790,4.0
17,627,4.0
17,628,4.0
17,193,4.0
17,791,4.0
17,194,3.5
17,792,2.5
17,630,3.0
17,550,3.0
17,793,4.0
17,195,4.0
17,794,3.5
17,795,4.0
17,796,4.0
17,797,3.5
17,798,4.0
17,551,3.5
17,196,3.0
17,553,4.0
17,197,4.5
17,633,3.5
17,799,4.0
17,634,3.5
17,800,3.5
17,198,4.5
17,636,4.5
17,199,4.5
17,801,4.5
17,802,3.5
17,554,4.0
17,638,4.0
17,803,3.5
17,804,4.0
17,639,3.5
17,805,4.0
17,806,3.0
17,641,4.5
17,642,3.5
17,807,3.5
17,808,4.0
17,809,3.0
17,810,4.0
18,0,4.0
18,325,3.0
18,1,3.0
18,327,2.0
18,328,2.0
18,332,2.0
18,218,4.0
18,306,4.0
18,555,3.0
18,3,3.0
18,811,1.0
18,338,2.0
18,5,2.0
18,340,2.0
18,812,2.0
18,343,3.0
18,344,1.0
18,310,2.0
18,346,3.0
18,348,2.0
18,349,3.0
18,351,3.0
18,813,1.0
18,353,2.0
18,354,2.0
18,355,2.0
18,358,2.0
18,10,2.0
18,11,3.0
18,12,2.0
18,13,4.0
18,364,3.0
18,311,3.0
18,365,1.0
18,14,4.0
18,367,1.0
18,373,4.0
18,16,2.0
18,378,2.0
18,17,2.0
18,380,3.0
18,315,2.0
18,227,2.0
18,381,2.0
18,382,5.0
18,19,2.0
18,228,4.0
18,20,2.0
18,316,3.0
18,21,4.0
18,229,3.0
18,384,3.0
18,814,1.0
18,386,2.0
18,387,4.0
18,815,2.0
18,317,3.0
18,318,2.0
18,816,2.0
18,389,3.0
18,390,3.0
18,391,2.0
18,392,3.0
18,695,3.0
18,394,2.0
18,23,4.0
18,395,3.0
18,396,3.0
18,319,3.0
18,24,2.0
18,397,2.0
18,398,2.0
18,399,3.0
18,25,2.0
18,401,2.0
18,232,3.0
18,646,4.0
18,27,3.0
18,403,2.0
18,817,5.0
18,495,3.0
18,404,3.0
18,233,3.0
18,322,5.0
18,31,5.0
18,324,3.0
18,818,3.0
18,407,2.0
18,35,3.0
18,697,2.0
18,36,3.0
